Event Name,Event Date,Result,Fighter1,Fighter2,Weight Class,Method,Round,KD_1,KD_2,TD_1,TD_2,Sub_1,Sub_2,Strikes_1,Strikes_2,Minutes,Seconds,total_time_seconds,Fighter,Total_Submissions
UFC 232: Jones vs. Gustafsson 2,2018-12-29,Curtis Millender,Curtis Millender,Siyar Bahadurzada,Welterweight,U-DEC,3,0,0,0,3,0,0,89,40,5,0,900,Curtis Millender / Siyar Bahadurzada,0
UFC 232: Jones vs. Gustafsson 2,2018-12-29,Montel Jackson,Montel Jackson,Brian Kelleher,Bantamweight,SUB-D'Arce-Choke,1,0,0,0,0,1,0,10,6,1,40,100,Montel Jackson / Brian Kelleher,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Al Iaquinta,Al Iaquinta,Kevin Lee,Lightweight,U-DEC,5,0,0,0,3,0,0,111,102,5,0,1500,Al Iaquinta / Kevin Lee,0
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Edson Barboza,Edson Barboza,Dan Hooker,Lightweight,KO/TKO-Punches,3,1,0,0,0,0,0,126,81,2,19,417,Edson Barboza / Dan Hooker,0
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Rob Font,Rob Font,Sergio Pettis,Bantamweight,U-DEC,3,0,0,2,1,1,0,111,71,5,0,900,Rob Font / Sergio Pettis,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Charles Oliveira,Charles Oliveira,Jim Miller,Lightweight,SUB-Rear-Naked-Choke,1,0,0,1,0,1,0,0,1,1,15,75,Charles Oliveira / Jim Miller,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Zak Ottow,Zak Ottow,Dwight Grant,Welterweight,S-DEC,3,0,0,1,1,0,0,14,25,5,0,900,Zak Ottow / Dwight Grant,0
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Drakkar Klose,Drakkar Klose,Bobby Green,Lightweight,U-DEC,3,0,0,0,1,0,1,58,92,5,0,900,Drakkar Klose / Bobby Green,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Joaquim Silva,Joaquim Silva,Jared Gordon,Lightweight,KO/TKO-Punches,3,0,0,1,3,2,0,95,116,2,39,477,Joaquim Silva / Jared Gordon,2
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Jack Hermansson,Jack Hermansson,Gerald Meerschaert,Middleweight,SUB-Guillotine-Choke,1,0,0,1,0,1,0,41,1,4,25,265,Jack Hermansson / Gerald Meerschaert,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Zak Cummings,Zak Cummings,Trevor Smith,Middleweight,U-DEC,3,1,0,0,0,0,0,56,54,5,0,900,Zak Cummings / Trevor Smith,0
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Dan Ige,Dan Ige,Jordan Griffin,Featherweight,U-DEC,3,0,0,3,0,0,1,56,56,5,0,900,Dan Ige / Jordan Griffin,1
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Mike Rodriguez,Mike Rodriguez,Adam Milstead,Light Heavyweight,KO/TKO-Knee,1,2,0,0,0,0,0,35,10,2,59,179,Mike Rodriguez / Adam Milstead,0
UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Juan Adams,Juan Adams,Chris de la Rocha,Heavyweight,KO/TKO-Knee,3,0,0,2,1,0,0,86,41,0,58,174,Juan Adams / Chris de la Rocha,0
UFC 231: Holloway vs. Ortega,2018-12-08,Max Holloway,Max Holloway,Brian Ortega,Featherweight,KO/TKO,4,0,0,1,2,0,0,290,110,5,0,1200,Max Holloway / Brian Ortega,0
UFC 231: Holloway vs. Ortega,2018-12-08,Valentina Shevchenko,Valentina Shevchenko,Joanna Jedrzejczyk,Women's Flyweight,U-DEC,5,0,0,5,0,0,0,89,78,5,0,1500,Valentina Shevchenko / Joanna Jedrzejczyk,0
UFC 231: Holloway vs. Ortega,2018-12-08,Gunnar Nelson,Gunnar Nelson,Alex Oliveira,Welterweight,SUB-Rear-Naked-Choke,2,0,0,2,0,1,0,11,36,4,17,514,Gunnar Nelson / Alex Oliveira,1
UFC 231: Holloway vs. Ortega,2018-12-08,Hakeem Dawodu,Hakeem Dawodu,Kyle Bochniak,Featherweight,S-DEC,3,0,0,0,2,0,0,103,42,5,0,900,Hakeem Dawodu / Kyle Bochniak,0
UFC 231: Holloway vs. Ortega,2018-12-08,Thiago Santos,Thiago Santos,Jimi Manuwa,Light Heavyweight,KO/TKO-Punch,2,2,0,1,0,0,0,42,27,0,41,82,Thiago Santos / Jimi Manuwa,0
UFC 231: Holloway vs. Ortega,2018-12-08,Nina Nunes,Nina Nunes,Claudia Gadelha,Women's Strawweight,U-DEC,3,0,0,0,2,0,0,96,49,5,0,900,Nina Nunes / Claudia Gadelha,0
UFC 231: Holloway vs. Ortega,2018-12-08,Gilbert Burns,Gilbert Burns,Olivier Aubin-Mercier,Lightweight,U-DEC,3,1,0,3,0,0,0,76,40,5,0,900,Gilbert Burns / Olivier Aubin-Mercier,0
UFC 231: Holloway vs. Ortega,2018-12-08,Jessica Eye,Jessica Eye,Katlyn Chookagian,Women's Flyweight,S-DEC,3,0,0,0,0,0,0,81,65,5,0,900,Jessica Eye / Katlyn Chookagian,0
UFC 231: Holloway vs. Ortega,2018-12-08,Elias Theodorou,Elias Theodorou,Eryk Anders,Middleweight,S-DEC,3,0,1,0,0,0,0,92,65,5,0,900,Elias Theodorou / Eryk Anders,0
UFC 231: Holloway vs. Ortega,2018-12-08,Brad Katona,Brad Katona,Matthew Lopez,Bantamweight,U-DEC,3,0,0,0,4,0,1,76,69,5,0,900,Brad Katona / Matthew Lopez,1
UFC 231: Holloway vs. Ortega,2018-12-08,Dhiego Lima,Dhiego Lima,Chad Laprise,Welterweight,KO/TKO-Punch,1,1,0,0,0,0,0,5,8,1,37,97,Dhiego Lima / Chad Laprise,0
UFC 231: Holloway vs. Ortega,2018-12-08,Diego Ferreira,Diego Ferreira,Kyle Nelson,Lightweight,KO/TKO-Punches,2,0,0,2,0,1,0,54,20,1,23,166,Diego Ferreira / Kyle Nelson,1
UFC 231: Holloway vs. Ortega,2018-12-08,Aleksandar Rakic,Aleksandar Rakic,Devin Clark,Light Heavyweight,KO/TKO-Spinning-Back-Fist,1,1,1,0,0,0,0,31,19,4,5,245,Aleksandar Rakic / Devin Clark,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Junior Dos Santos,Junior Dos Santos,Tai Tuivasa,Heavyweight,KO/TKO-Punches,2,1,0,0,0,0,0,26,16,2,30,300,Junior Dos Santos / Tai Tuivasa,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Mauricio Rua,Mauricio Rua,Tyson Pedro,Light Heavyweight,KO/TKO-Punches,3,1,0,3,0,0,1,30,31,0,43,129,Mauricio Rua / Tyson Pedro,1
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Justin Willis,Justin Willis,Mark Hunt,Heavyweight,U-DEC,3,0,0,0,0,0,0,59,19,5,0,900,Justin Willis / Mark Hunt,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Anthony Rocco Martin,Anthony Rocco Martin,Jake Matthews,Welterweight,SUB-Anaconda-Choke,3,0,0,0,0,1,1,25,24,1,19,237,Anthony Rocco Martin / Jake Matthews,2
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Sodiq Yusuff,Sodiq Yusuff,Suman Mokhtarian,Featherweight,KO/TKO-Punches,1,0,0,0,0,0,0,23,5,2,14,134,Sodiq Yusuff / Suman Mokhtarian,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Jimmy Crute,Jimmy Crute,Paul Craig,Light Heavyweight,SUB-Kimura,3,0,0,1,3,4,0,17,12,4,51,873,Jimmy Crute / Paul Craig,4
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Aleksei Kunchenko,Aleksei Kunchenko,Yushin Okami,Welterweight,U-DEC,3,0,0,0,0,0,0,72,10,5,0,900,Aleksei Kunchenko / Yushin Okami,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Wilson Reis,Wilson Reis,Ben Nguyen,Flyweight,U-DEC,3,0,0,7,0,1,0,32,39,5,0,900,Wilson Reis / Ben Nguyen,1
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Keita Nakamura,Keita Nakamura,Salim Touahri,Welterweight,S-DEC,3,1,0,0,0,0,0,41,34,5,0,900,Keita Nakamura / Salim Touahri,0
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Kai Kara-France,Kai Kara-France,Elias Garcia,Flyweight,U-DEC,3,1,1,0,1,0,2,86,16,5,0,900,Kai Kara-France / Elias Garcia,2
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Christos Giagos,Christos Giagos,Mizuto Hirota,Lightweight,U-DEC,3,0,0,5,0,0,1,31,19,5,0,900,Christos Giagos / Mizuto Hirota,1
UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,Damir Ismagulov,Damir Ismagulov,Alex Gorgees,Lightweight,U-DEC,3,0,0,5,0,0,0,34,10,5,0,900,Damir Ismagulov / Alex Gorgees,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Kamaru Usman,Kamaru Usman,Rafael Dos Anjos,Welterweight,U-DEC,5,0,0,12,0,0,2,130,62,5,0,1500,Kamaru Usman / Rafael Dos Anjos,2
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Juan Espino,Juan Espino,Justin Frazier,Heavyweight,SUB-Armbar,1,0,0,2,0,2,0,22,4,3,36,216,Juan Espino / Justin Frazier,2
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Macy Chiasson,Macy Chiasson,Pannie Kianzad,Women's Featherweight,SUB-Rear-Naked-Choke,2,1,0,0,0,2,1,24,19,2,11,262,Macy Chiasson / Pannie Kianzad,3
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Pedro Munhoz,Pedro Munhoz,Bryan Caraway,Bantamweight,KO/TKO-Kick,1,1,0,0,0,0,0,35,20,2,39,159,Pedro Munhoz / Bryan Caraway,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Edmen Shahbazyan,Edmen Shahbazyan,Darren Stewart,Middleweight,S-DEC,3,0,0,8,1,0,0,22,34,5,0,900,Edmen Shahbazyan / Darren Stewart,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Antonina Shevchenko,Antonina Shevchenko,Ji Yeon Kim,Women's Flyweight,U-DEC,3,0,0,2,0,0,0,66,33,5,0,900,Antonina Shevchenko / Ji Yeon Kim,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Kevin Aguilar,Kevin Aguilar,Ricky Glenn,Featherweight,U-DEC,3,1,0,0,0,0,0,86,74,5,0,900,Kevin Aguilar / Ricky Glenn,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Joseph Benavidez,Joseph Benavidez,Alex Perez,Flyweight,KO/TKO-Punches,1,0,0,1,1,0,0,35,14,4,19,259,Joseph Benavidez / Alex Perez,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Maurice Greene,Maurice Greene,Michel Batista,Heavyweight,SUB-Triangle-Choke,1,0,0,0,1,1,0,9,0,2,14,134,Maurice Greene / Michel Batista,1
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Leah Letson,Leah Letson,Julija Stoliarenko,Women's Featherweight,S-DEC,3,0,0,0,0,0,1,73,57,5,0,900,Leah Letson / Julija Stoliarenko,1
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Roosevelt Roberts,Roosevelt Roberts,Darrell Horcher,Lightweight,SUB-Guillotine-Choke,1,0,0,0,0,1,0,16,10,4,50,290,Roosevelt Roberts / Darrell Horcher,1
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Tim Means,Tim Means,Ricky Rainey,Welterweight,KO/TKO-Punches,1,0,0,2,0,0,0,19,6,1,18,78,Tim Means / Ricky Rainey,0
The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Raoni Barcelos,Raoni Barcelos,Chris Gutierrez,Bantamweight,SUB-Rear-Naked-Choke,2,0,0,2,0,1,0,35,26,4,12,504,Raoni Barcelos / Chris Gutierrez,1
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Francis Ngannou,Francis Ngannou,Curtis Blaydes,Heavyweight,KO/TKO-Punch,1,1,0,0,0,0,0,13,1,0,45,45,Francis Ngannou / Curtis Blaydes,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Alistair Overeem,Alistair Overeem,Sergei Pavlovich,Heavyweight,KO/TKO-Punches,1,0,0,1,0,0,0,22,13,4,21,261,Alistair Overeem / Sergei Pavlovich,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Song Yadong,Song Yadong,Vince Morales,Bantamweight,U-DEC,3,0,0,2,0,0,0,79,74,5,0,900,Song Yadong / Vince Morales,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Li Jingliang,Li Jingliang,David Zawada,Welterweight,KO/TKO-Kick,3,1,1,1,0,0,0,89,73,4,7,741,Li Jingliang / David Zawada,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Alex Morono,Alex Morono,Song Kenan,Welterweight,U-DEC,3,0,0,0,0,0,0,98,61,5,0,900,Alex Morono / Song Kenan,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Wu Yanan,Wu Yanan,Lauren Mueller,Women's Flyweight,SUB-Armbar,1,0,0,0,0,1,0,18,17,4,0,240,Wu Yanan / Lauren Mueller,1
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Rashad Coulter,Rashad Coulter,Hu Yaozong,Light Heavyweight,U-DEC,3,1,0,0,0,0,0,98,92,5,0,900,Rashad Coulter / Hu Yaozong,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Zhang Weili,Zhang Weili,Jessica Aguilar,Women's Strawweight,SUB-Armbar,1,0,0,1,0,2,0,45,9,3,41,221,Zhang Weili / Jessica Aguilar,2
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Pingyuan Liu,Pingyuan Liu,Martin Day,Bantamweight,S-DEC,3,1,1,0,1,2,2,55,100,5,0,900,Pingyuan Liu / Martin Day,4
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Yan Xiaonan,Yan Xiaonan,Syuri Kondo,Women's Strawweight,U-DEC,3,0,0,0,0,0,0,150,86,5,0,900,Yan Xiaonan / Syuri Kondo,0
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Kevin Holland,Kevin Holland,John Phillips,Middleweight,SUB-Rear-Naked-Choke,3,0,0,5,0,2,0,123,51,4,5,735,Kevin Holland / John Phillips,2
UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Louis Smolka,Louis Smolka,Sumudaerji,Bantamweight,SUB-Armbar,2,0,0,2,0,1,2,32,18,2,7,254,Louis Smolka / Sumudaerji,3
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Santiago Ponzinibbio,Santiago Ponzinibbio,Neil Magny,Welterweight,KO/TKO-Punch,4,2,0,0,0,0,0,79,72,2,36,624,Santiago Ponzinibbio / Neil Magny,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Ricardo Lamas,Ricardo Lamas,Darren Elkins,Featherweight,KO/TKO-Elbows,3,0,0,3,3,0,0,70,62,4,9,747,Ricardo Lamas / Darren Elkins,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Johnny Walker,Johnny Walker,Khalil Rountree Jr.,Light Heavyweight,KO/TKO-Elbow,1,1,0,0,0,0,0,10,4,1,57,117,Johnny Walker / Khalil Rountree Jr.,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Ian Heinisch,Ian Heinisch,Cezar Ferreira,Middleweight,U-DEC,3,1,0,1,5,2,0,55,26,5,0,900,Ian Heinisch / Cezar Ferreira,2
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Marlon Vera,Marlon Vera,Guido Cannetti,Bantamweight,SUB-Rear-Naked-Choke,2,1,0,2,2,2,0,24,24,1,31,182,Marlon Vera / Guido Cannetti,2
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Cynthia Calvillo,Cynthia Calvillo,Poliana Botelho,Women's Strawweight,SUB-Rear-Naked-Choke,1,0,0,2,0,1,0,22,6,4,48,288,Cynthia Calvillo / Poliana Botelho,1
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Michel Prazeres,Michel Prazeres,Bartosz Fabinski,Welterweight,SUB-Guillotine-Choke,1,1,0,1,0,1,0,18,1,1,2,62,Michel Prazeres / Bartosz Fabinski,1
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Alexandre Pantoja,Alexandre Pantoja,Yuta Sasaki,Flyweight,SUB-Rear-Naked-Choke,1,0,0,0,0,2,0,4,7,2,18,138,Alexandre Pantoja / Yuta Sasaki,2
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Austin Arnett,Austin Arnett,Humberto Bandenay,Featherweight,U-DEC,3,0,0,1,2,0,0,74,30,5,0,900,Austin Arnett / Humberto Bandenay,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Laureano Staropoli,Laureano Staropoli,Hector Aldana,Welterweight,U-DEC,3,0,0,0,0,0,0,97,69,5,0,900,Laureano Staropoli / Hector Aldana,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Jesus Pinedo,Jesus Pinedo,Devin Powell,Lightweight,U-DEC,3,0,0,5,0,0,0,60,58,5,0,900,Jesus Pinedo / Devin Powell,0
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,Nad Narimani,Nad Narimani,Anderson Dos Santos,Featherweight,U-DEC,3,0,0,1,0,0,1,84,46,5,0,900,Nad Narimani / Anderson Dos Santos,1
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Yair Rodriguez,Yair Rodriguez,Chan Sung Jung,Featherweight,KO/TKO-Elbow,5,1,0,0,0,0,0,119,126,4,59,1495,Yair Rodriguez / Chan Sung Jung,0
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Donald Cerrone,Donald Cerrone,Mike Perry,Welterweight,SUB-Armbar,1,0,0,0,1,1,0,9,11,4,46,286,Donald Cerrone / Mike Perry,1
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Germaine de Randamie,Germaine de Randamie,Raquel Pennington,Women's Bantamweight,U-DEC,3,0,0,0,0,0,0,42,24,5,0,900,Germaine de Randamie / Raquel Pennington,0
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Beneil Dariush,Beneil Dariush,Thiago Moises,Lightweight,U-DEC,3,0,0,4,0,2,4,44,8,5,0,900,Beneil Dariush / Thiago Moises,6
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Maycee Barber,Maycee Barber,Hannah Cifers,Women's Strawweight,KO/TKO-Punches,2,0,0,1,0,0,0,68,41,2,1,242,Maycee Barber / Hannah Cifers,0
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Michael Trizano,Michael Trizano,Luis Pena,Lightweight,S-DEC,3,0,0,1,1,1,0,51,23,5,0,900,Michael Trizano / Luis Pena,1
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Ashley Yoder,Ashley Yoder,Amanda Cooper,Women's Strawweight,S-DEC,3,0,0,1,2,3,2,38,51,5,0,900,Ashley Yoder / Amanda Cooper,5
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Unknown,Chas Skelly,Bobby Moffett,Featherweight,Overturned-D'Arce-Choke,2,0,0,1,1,0,1,30,20,2,43,326,Chas Skelly / Bobby Moffett,1
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Davi Ramos,Davi Ramos,John Gunther,Lightweight,SUB-Rear-Naked-Choke,1,0,0,1,0,1,0,4,1,1,57,117,Davi Ramos / John Gunther,1
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Devonte Smith,Devonte Smith,Julian Erosa,Lightweight,KO/TKO-Punches,1,1,0,0,0,0,0,13,4,0,46,46,Devonte Smith / Julian Erosa,0
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Eric Shelton,Eric Shelton,Joseph Morales,Flyweight,S-DEC,3,0,0,7,1,0,4,16,24,5,0,900,Eric Shelton / Joseph Morales,4
UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Mark De La Rosa,Mark De La Rosa,Joby Sanchez,Bantamweight,S-DEC,3,0,0,0,0,0,0,66,55,5,0,900,Mark De La Rosa / Joby Sanchez,0
UFC 230: Cormier vs. Lewis,2018-11-03,Daniel Cormier,Daniel Cormier,Derrick Lewis,Heavyweight,SUB-Rear-Naked-Choke,2,0,0,4,0,1,0,19,4,2,14,268,Daniel Cormier / Derrick Lewis,1
UFC 230: Cormier vs. Lewis,2018-11-03,Jacare Souza,Jacare Souza,Chris Weidman,Middleweight,KO/TKO-Punches,3,1,0,0,1,0,0,74,68,2,46,498,Jacare Souza / Chris Weidman,0
UFC 230: Cormier vs. Lewis,2018-11-03,Jared Cannonier,Jared Cannonier,David Branch,Middleweight,KO/TKO-Punches,2,1,0,0,3,0,0,26,10,0,39,78,Jared Cannonier / David Branch,0
UFC 230: Cormier vs. Lewis,2018-11-03,Karl Roberson,Karl Roberson,Jack Marshman,Middleweight,U-DEC,3,0,0,2,0,0,0,34,21,5,0,900,Karl Roberson / Jack Marshman,0
UFC 230: Cormier vs. Lewis,2018-11-03,Israel Adesanya,Israel Adesanya,Derek Brunson,Middleweight,KO/TKO-Punches,1,3,0,0,0,0,0,13,3,4,51,291,Israel Adesanya / Derek Brunson,0
UFC 230: Cormier vs. Lewis,2018-11-03,Jordan Rinaldi,Jordan Rinaldi,Jason Knight,Featherweight,U-DEC,3,0,0,3,0,2,0,20,12,5,0,900,Jordan Rinaldi / Jason Knight,2
UFC 230: Cormier vs. Lewis,2018-11-03,Sijara Eubanks,Sijara Eubanks,Roxanne Modafferi,Women's Flyweight,U-DEC,3,1,0,3,1,0,0,57,28,5,0,900,Sijara Eubanks / Roxanne Modafferi,0
UFC 230: Cormier vs. Lewis,2018-11-03,Sheymon Moraes,Sheymon Moraes,Julio Arce,Featherweight,S-DEC,3,2,0,0,1,0,2,32,25,5,0,900,Sheymon Moraes / Julio Arce,2
UFC 230: Cormier vs. Lewis,2018-11-03,Lyman Good,Lyman Good,Ben Saunders,Welterweight,KO/TKO-Punches,1,1,0,0,0,0,0,14,12,1,32,92,Lyman Good / Ben Saunders,0
UFC 230: Cormier vs. Lewis,2018-11-03,Draw,Matt Frevola,Lando Vannata,Lightweight,M-DEC,3,0,2,2,1,1,1,66,67,5,0,900,Matt Frevola / Lando Vannata,2
UFC 230: Cormier vs. Lewis,2018-11-03,Shane Burgos,Shane Burgos,Kurt Holobaugh,Featherweight,SUB-Armbar,1,0,1,0,0,1,0,17,21,2,11,131,Shane Burgos / Kurt Holobaugh,1
UFC 230: Cormier vs. Lewis,2018-11-03,Marcos Rogerio de Lima,Marcos Rogerio de Lima,Adam Wieczorek,Heavyweight,U-DEC,3,0,0,3,1,0,0,28,7,5,0,900,Marcos Rogerio de Lima / Adam Wieczorek,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Anthony Smith,Anthony Smith,Volkan Oezdemir,Light Heavyweight,SUB-Rear-Naked-Choke,3,0,0,1,1,2,0,63,77,4,26,798,Anthony Smith / Volkan Oezdemir,2
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Michael Johnson,Michael Johnson,Artem Lobov,Featherweight,U-DEC,3,0,0,1,0,0,0,99,67,5,0,900,Michael Johnson / Artem Lobov,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Misha Cirkunov,Misha Cirkunov,Patrick Cummins,Light Heavyweight,SUB-Arm-Triangle,1,0,0,1,0,2,0,11,3,2,40,160,Misha Cirkunov / Patrick Cummins,2
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Andre Soukhamthath,Andre Soukhamthath,Jonathan Martinez,Bantamweight,U-DEC,3,2,0,3,1,1,0,79,71,5,0,900,Andre Soukhamthath / Jonathan Martinez,1
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Gian Villante,Gian Villante,Ed Herman,Light Heavyweight,S-DEC,3,0,0,0,0,0,0,81,84,5,0,900,Gian Villante / Ed Herman,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Court McGee,Court McGee,Alex Garcia,Welterweight,U-DEC,3,1,0,2,1,0,0,51,27,5,0,900,Court McGee / Alex Garcia,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Sean Strickland,Sean Strickland,Nordine Taleb,Welterweight,KO/TKO-Punch,2,1,0,0,0,0,0,65,48,3,10,380,Sean Strickland / Nordine Taleb,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Nasrat Haqparast,Nasrat Haqparast,Thibault Gouti,Lightweight,U-DEC,3,1,0,0,0,0,0,124,78,5,0,900,Nasrat Haqparast / Thibault Gouti,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Calvin Kattar,Calvin Kattar,Chris Fishgold,Featherweight,KO/TKO-Punch,1,1,0,0,1,0,0,24,20,4,11,251,Calvin Kattar / Chris Fishgold,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Talita Bernardo,Talita Bernardo,Sarah Moras,Women's Bantamweight,U-DEC,3,0,0,2,1,1,0,60,37,5,0,900,Talita Bernardo / Sarah Moras,1
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Don Madge,Don Madge,Te Edwards,Lightweight,KO/TKO-Kick,2,2,0,0,1,1,0,21,5,0,14,28,Don Madge / Te Edwards,1
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Arjan Bhullar,Arjan Bhullar,Marcelo Golm,Heavyweight,U-DEC,3,0,0,1,0,0,0,47,43,5,0,900,Arjan Bhullar / Marcelo Golm,0
UFC Fight Night: Oezdemir vs. Smith,2018-10-27,Stevie Ray,Stevie Ray,Jessin Ayari,Lightweight,U-DEC,3,0,0,0,0,0,0,75,63,5,0,900,Stevie Ray / Jessin Ayari,0
UFC 229: Khabib vs. McGregor,2018-10-06,Khabib Nurmagomedov,Khabib Nurmagomedov,Conor McGregor,Lightweight,SUB-Neck-Crank,4,0,0,3,0,1,0,70,51,3,3,732,Khabib Nurmagomedov / Conor McGregor,1
UFC 229: Khabib vs. McGregor,2018-10-06,Tony Ferguson,Tony Ferguson,Anthony Pettis,Lightweight,KO/TKO,2,0,1,0,0,0,0,114,45,5,0,600,Tony Ferguson / Anthony Pettis,0
UFC 229: Khabib vs. McGregor,2018-10-06,Dominick Reyes,Dominick Reyes,Ovince Saint Preux,Light Heavyweight,U-DEC,3,1,0,0,1,0,0,94,38,5,0,900,Dominick Reyes / Ovince Saint Preux,0
UFC 229: Khabib vs. McGregor,2018-10-06,Derrick Lewis,Derrick Lewis,Alexander Volkov,Heavyweight,KO/TKO-Punches,3,1,0,0,1,0,0,39,121,4,49,867,Derrick Lewis / Alexander Volkov,0
UFC 229: Khabib vs. McGregor,2018-10-06,Michelle Waterson-Gomez,Michelle Waterson-Gomez,Felice Herrig,Women's Strawweight,U-DEC,3,0,0,0,1,0,0,76,51,5,0,900,Michelle Waterson-Gomez / Felice Herrig,0
UFC 229: Khabib vs. McGregor,2018-10-06,Jussier Formiga,Jussier Formiga,Sergio Pettis,Flyweight,U-DEC,3,0,0,2,0,0,0,18,30,5,0,900,Jussier Formiga / Sergio Pettis,0
