Event Name,Event Date,Result,Fighter1,Fighter2,Weight Class,Method,Round,KD_1,KD_2,TD_1,TD_2,Sub_1,Sub_2,Strikes_1,Strikes_2,Minutes,Seconds,total_time_seconds,Fighter,Total_Submissions
UFC 40: Vendetta,2002-11-22,Tito Ortiz,Tito Ortiz,Ken Shamrock,Light Heavyweight,KO/TKO,3,0,0,3,0,1,0,74,12,5,0,900,Tito Ortiz / Ken Shamrock,1
UFC 40: Vendetta,2002-11-22,Chuck Liddell,Chuck Liddell,Renato Sobral,Light Heavyweight,KO/TKO-Kick,1,1,0,0,0,0,0,13,10,2,55,175,Chuck Liddell / Renato Sobral,0
UFC 40: Vendetta,2002-11-22,Matt Hughes,Matt Hughes,Gil Castillo,Welterweight,KO/TKO,1,0,0,1,0,0,0,22,1,5,0,300,Matt Hughes / Gil Castillo,0
UFC 40: Vendetta,2002-11-22,Carlos Newton,Carlos Newton,Pete Spratt,Welterweight,SUB-Kimura,1,0,0,1,0,1,0,0,1,1,45,105,Carlos Newton / Pete Spratt,1
UFC 40: Vendetta,2002-11-22,Robbie Lawler,Robbie Lawler,Tiki Ghosn,Welterweight,KO/TKO-Punch,1,1,0,0,0,0,0,5,7,1,29,89,Robbie Lawler / Tiki Ghosn,0
UFC 40: Vendetta,2002-11-22,Andrei Arlovski,Andrei Arlovski,Ian Freeman,Heavyweight,KO/TKO-Punches,1,1,0,0,0,0,0,14,1,1,18,78,Andrei Arlovski / Ian Freeman,0
UFC 40: Vendetta,2002-11-22,Vladimir Matyushenko,Vladimir Matyushenko,Travis Wiuff,Heavyweight,KO/TKO-Punches,1,0,0,2,0,0,1,24,0,4,10,250,Vladimir Matyushenko / Travis Wiuff,1
UFC 40: Vendetta,2002-11-22,Phillip Miller,Phillip Miller,Mark Weir,Middleweight,SUB-Rear-Naked-Choke,2,0,1,2,0,1,3,10,19,4,50,580,Phillip Miller / Mark Weir,4
UFC 39: The Warriors Return,2002-09-27,Ricco Rodriguez,Ricco Rodriguez,Randy Couture,Heavyweight,KO/TKO-Elbows,5,0,0,4,5,1,0,39,39,3,4,920,Ricco Rodriguez / Randy Couture,1
UFC 39: The Warriors Return,2002-09-27,Tim Sylvia,Tim Sylvia,Wesley Correira,Heavyweight,KO/TKO,2,0,0,0,0,0,0,138,26,1,43,206,Tim Sylvia / Wesley Correira,0
UFC 39: The Warriors Return,2002-09-27,BJ Penn,BJ Penn,Matt Serra,Lightweight,U-DEC,3,0,0,1,1,0,1,32,8,5,0,900,BJ Penn / Matt Serra,1
UFC 39: The Warriors Return,2002-09-27,Caol Uno,Caol Uno,Din Thomas,Lightweight,U-DEC,3,0,0,0,3,0,4,35,11,5,0,900,Caol Uno / Din Thomas,4
UFC 39: The Warriors Return,2002-09-27,Gan McGee,Gan McGee,Pedro Rizzo,Heavyweight,KO/TKO,1,0,0,0,0,0,0,17,14,5,0,300,Gan McGee / Pedro Rizzo,0
UFC 39: The Warriors Return,2002-09-27,Phil Baroni,Phil Baroni,Dave Menne,Middleweight,KO/TKO-Punches,1,1,0,0,0,0,0,8,1,0,18,18,Phil Baroni / Dave Menne,0
UFC 39: The Warriors Return,2002-09-27,Matt Lindland,Matt Lindland,Ivan Salaverry,Middleweight,U-DEC,3,0,0,6,0,0,0,16,32,5,0,900,Matt Lindland / Ivan Salaverry,0
UFC 39: The Warriors Return,2002-09-27,Sean Sherk,Sean Sherk,Benji Radach,Welterweight,KO/TKO,1,0,0,1,0,0,0,6,7,4,16,256,Sean Sherk / Benji Radach,0
UFC 38: Brawl at the Hall,2002-07-13,Matt Hughes,Matt Hughes,Carlos Newton,Welterweight,KO/TKO-Punches,4,0,0,4,0,1,1,58,3,3,37,868,Matt Hughes / Carlos Newton,2
UFC 38: Brawl at the Hall,2002-07-13,Ian Freeman,Ian Freeman,Frank Mir,Heavyweight,KO/TKO,1,0,0,0,1,0,3,34,6,4,35,275,Ian Freeman / Frank Mir,3
UFC 38: Brawl at the Hall,2002-07-13,Mark Weir,Mark Weir,Eugene Jackson,Middleweight,KO/TKO-Punch,1,1,0,0,0,0,0,4,0,0,10,10,Mark Weir / Eugene Jackson,0
UFC 38: Brawl at the Hall,2002-07-13,Genki Sudo,Genki Sudo,Leigh Remedios,Lightweight,SUB-Rear-Naked-Choke,2,0,0,2,0,3,0,9,5,1,38,196,Genki Sudo / Leigh Remedios,3
UFC 38: Brawl at the Hall,2002-07-13,Phillip Miller,Phillip Miller,James Zikic,Light Heavyweight,U-DEC,3,0,0,4,0,0,1,30,29,5,0,900,Phillip Miller / James Zikic,1
UFC 38: Brawl at the Hall,2002-07-13,Renato Sobral,Renato Sobral,Elvis Sinosic,Light Heavyweight,U-DEC,3,0,0,4,0,0,0,42,7,5,0,900,Renato Sobral / Elvis Sinosic,0
UFC 38: Brawl at the Hall,2002-07-13,Evan Tanner,Evan Tanner,Chris Haseman,Light Heavyweight,U-DEC,3,0,0,3,0,0,2,70,14,5,0,900,Evan Tanner / Chris Haseman,2
UFC 37.5: As Real As It Gets,2002-06-22,Chuck Liddell,Chuck Liddell,Vitor Belfort,Light Heavyweight,U-DEC,3,1,0,0,3,0,0,43,20,5,0,900,Chuck Liddell / Vitor Belfort,0
UFC 37.5: As Real As It Gets,2002-06-22,Benji Radach,Benji Radach,Nick Serra,Welterweight,U-DEC,3,1,0,0,1,0,2,26,0,5,0,900,Benji Radach / Nick Serra,2
UFC 37.5: As Real As It Gets,2002-06-22,Pete Spratt,Pete Spratt,Zach Light,Welterweight,SUB-Armbar,1,0,0,0,1,1,0,3,2,2,25,145,Pete Spratt / Zach Light,1
UFC 37.5: As Real As It Gets,2002-06-22,Robbie Lawler,Robbie Lawler,Steve Berger,Welterweight,KO/TKO-Punch,2,1,0,1,1,0,0,28,11,0,27,54,Robbie Lawler / Steve Berger,0
UFC 37.5: As Real As It Gets,2002-06-22,Tony Fryklund,Tony Fryklund,Rodrigo Ruas,Middleweight,KO/TKO-Punches,2,1,0,0,0,1,0,60,11,3,34,428,Tony Fryklund / Rodrigo Ruas,1
UFC 37.5: As Real As It Gets,2002-06-22,Yves Edwards,Yves Edwards,Joao Pierini,Lightweight,KO/TKO,1,0,0,0,0,0,0,6,1,1,19,79,Yves Edwards / Joao Pierini,0
UFC 37: High Impact,2002-05-10,Murilo Bustamante,Murilo Bustamante,Matt Lindland,Middleweight,SUB-Guillotine-Choke,3,1,0,2,0,2,1,17,35,1,33,279,Murilo Bustamante / Matt Lindland,3
UFC 37: High Impact,2002-05-10,Ricco Rodriguez,Ricco Rodriguez,Tsuyoshi Kohsaka,Heavyweight,KO/TKO-Punches,2,0,0,3,1,1,0,19,6,3,25,410,Ricco Rodriguez / Tsuyoshi Kohsaka,1
UFC 37: High Impact,2002-05-10,BJ Penn,BJ Penn,Paul Creighton,Lightweight,KO/TKO-Punches,2,0,0,0,3,0,0,39,6,3,23,406,BJ Penn / Paul Creighton,0
UFC 37: High Impact,2002-05-10,Phil Baroni,Phil Baroni,Amar Suloev,Middleweight,KO/TKO-Punches,1,0,0,0,1,0,1,11,9,2,59,179,Phil Baroni / Amar Suloev,1
UFC 37: High Impact,2002-05-10,Caol Uno,Caol Uno,Yves Edwards,Lightweight,U-DEC,3,0,0,3,1,1,1,19,13,5,0,900,Caol Uno / Yves Edwards,2
UFC 37: High Impact,2002-05-10,Ivan Salaverry,Ivan Salaverry,Andrei Semenov,Middleweight,KO/TKO-Punches,3,0,0,2,1,8,1,43,5,2,27,441,Ivan Salaverry / Andrei Semenov,9
UFC 37: High Impact,2002-05-10,Unknown,Benji Radach,Steve Berger,Welterweight,Overturned,1,1,0,0,0,0,0,10,0,0,27,27,Benji Radach / Steve Berger,0
UFC 37: High Impact,2002-05-10,Robbie Lawler,Robbie Lawler,Aaron Riley,Welterweight,U-DEC,3,1,0,6,0,0,1,64,55,5,0,900,Robbie Lawler / Aaron Riley,1
UFC 36: Worlds Collide,2002-03-22,Josh Barnett,Josh Barnett,Randy Couture,Heavyweight,KO/TKO-Punches,2,0,0,0,1,1,0,44,18,4,35,550,Josh Barnett / Randy Couture,1
UFC 36: Worlds Collide,2002-03-22,Pedro Rizzo,Pedro Rizzo,Andrei Arlovski,Heavyweight,KO/TKO-Punch,3,1,0,0,0,0,0,27,38,1,45,315,Pedro Rizzo / Andrei Arlovski,0
UFC 36: Worlds Collide,2002-03-22,Matt Hughes,Matt Hughes,Hayato Sakurai,Welterweight,KO/TKO-Punches,4,0,1,9,0,0,0,36,5,3,1,724,Matt Hughes / Hayato Sakurai,0
UFC 36: Worlds Collide,2002-03-22,Matt Lindland,Matt Lindland,Pat Miletich,Middleweight,KO/TKO-Punches,1,0,0,1,0,0,0,20,1,3,9,189,Matt Lindland / Pat Miletich,0
UFC 36: Worlds Collide,2002-03-22,Evan Tanner,Evan Tanner,Elvis Sinosic,Light Heavyweight,KO/TKO,1,0,0,0,0,0,0,7,4,2,6,126,Evan Tanner / Elvis Sinosic,0
UFC 36: Worlds Collide,2002-03-22,Frank Mir,Frank Mir,Pete Williams,Heavyweight,SUB-Other---Lock,1,0,0,0,1,1,0,4,0,0,46,46,Frank Mir / Pete Williams,1
UFC 36: Worlds Collide,2002-03-22,Matt Serra,Matt Serra,Kelly Dullanty,Lightweight,SUB-Triangle-Choke,1,0,0,1,0,3,0,2,0,2,58,178,Matt Serra / Kelly Dullanty,3
UFC 36: Worlds Collide,2002-03-22,Sean Sherk,Sean Sherk,Jutaro Nakao,Welterweight,U-DEC,3,0,0,7,0,0,0,21,4,5,0,900,Sean Sherk / Jutaro Nakao,0
UFC 35: Throwdown,2002-01-11,Jens Pulver,Jens Pulver,BJ Penn,Lightweight,M-DEC,5,0,0,1,7,0,2,38,49,5,0,1500,Jens Pulver / BJ Penn,2
UFC 35: Throwdown,2002-01-11,Ricco Rodriguez,Ricco Rodriguez,Jeff Monson,Heavyweight,KO/TKO-Punches,3,0,0,3,2,1,0,42,7,3,0,540,Ricco Rodriguez / Jeff Monson,1
UFC 35: Throwdown,2002-01-11,Murilo Bustamante,Murilo Bustamante,Dave Menne,Middleweight,KO/TKO-Punch,2,1,0,2,0,0,0,9,14,0,44,88,Murilo Bustamante / Dave Menne,0
UFC 35: Throwdown,2002-01-11,Chuck Liddell,Chuck Liddell,Amar Suloev,Light Heavyweight,U-DEC,3,0,0,0,0,0,0,46,26,5,0,900,Chuck Liddell / Amar Suloev,0
UFC 35: Throwdown,2002-01-11,Andrei Semenov,Andrei Semenov,Ricardo Almeida,Middleweight,KO/TKO-Punch,2,1,0,0,1,0,5,5,12,2,1,242,Andrei Semenov / Ricardo Almeida,5
UFC 35: Throwdown,2002-01-11,Kevin Randleman,Kevin Randleman,Renato Sobral,Light Heavyweight,U-DEC,3,0,0,1,0,0,5,18,2,5,0,900,Kevin Randleman / Renato Sobral,5
UFC 35: Throwdown,2002-01-11,Gil Castillo,Gil Castillo,Chris Brennan,Welterweight,U-DEC,3,0,0,3,0,0,1,17,8,5,0,900,Gil Castillo / Chris Brennan,1
UFC 35: Throwdown,2002-01-11,Eugene Jackson,Eugene Jackson,Keith Rockel,Middleweight,SUB-Guillotine-Choke,2,0,0,0,2,1,2,1,6,1,14,148,Eugene Jackson / Keith Rockel,3
UFC 34: High Voltage,2001-11-02,Randy Couture,Randy Couture,Pedro Rizzo,Heavyweight,KO/TKO-Punches,3,0,0,3,1,0,0,41,13,3,22,606,Randy Couture / Pedro Rizzo,0
UFC 34: High Voltage,2001-11-02,Ricco Rodriguez,Ricco Rodriguez,Pete Williams,Heavyweight,KO/TKO-Punches,2,0,0,5,0,1,1,26,4,4,2,484,Ricco Rodriguez / Pete Williams,2
UFC 34: High Voltage,2001-11-02,Matt Hughes,Matt Hughes,Carlos Newton,Welterweight,KO/TKO-Slam,2,0,0,4,0,1,1,8,2,1,27,174,Matt Hughes / Carlos Newton,2
UFC 34: High Voltage,2001-11-02,BJ Penn,BJ Penn,Caol Uno,Lightweight,KO/TKO-Punches,1,1,0,1,0,0,0,5,0,0,11,11,BJ Penn / Caol Uno,0
UFC 34: High Voltage,2001-11-02,Josh Barnett,Josh Barnett,Bobby Hoffman,Heavyweight,KO/TKO-Punches,2,0,0,2,1,1,1,17,6,4,25,530,Josh Barnett / Bobby Hoffman,2
UFC 34: High Voltage,2001-11-02,Evan Tanner,Evan Tanner,Homer Moore,Light Heavyweight,SUB-Armbar,2,0,0,0,2,4,0,4,4,0,55,110,Evan Tanner / Homer Moore,4
UFC 34: High Voltage,2001-11-02,Matt Lindland,Matt Lindland,Phil Baroni,Middleweight,M-DEC,3,0,1,4,0,0,2,71,32,5,0,900,Matt Lindland / Phil Baroni,2
UFC 34: High Voltage,2001-11-02,Frank Mir,Frank Mir,Roberto Traven,Heavyweight,SUB-Armbar,1,0,0,0,0,1,0,3,1,1,5,65,Frank Mir / Roberto Traven,1
UFC 33: Victory in Vegas,2001-09-28,Tito Ortiz,Tito Ortiz,Vladimir Matyushenko,Light Heavyweight,U-DEC,5,0,0,5,1,0,0,64,19,5,0,1500,Tito Ortiz / Vladimir Matyushenko,0
UFC 33: Victory in Vegas,2001-09-28,Jens Pulver,Jens Pulver,Dennis Hallman,Lightweight,U-DEC,5,0,0,0,2,1,3,27,15,5,0,1500,Jens Pulver / Dennis Hallman,4
UFC 33: Victory in Vegas,2001-09-28,Chuck Liddell,Chuck Liddell,Murilo Bustamante,Light Heavyweight,U-DEC,3,1,0,0,2,0,0,27,15,5,0,900,Chuck Liddell / Murilo Bustamante,0
UFC 33: Victory in Vegas,2001-09-28,Matt Serra,Matt Serra,Yves Edwards,Welterweight,M-DEC,3,0,0,3,0,3,0,9,9,5,0,900,Matt Serra / Yves Edwards,3
UFC 33: Victory in Vegas,2001-09-28,Dave Menne,Dave Menne,Gil Castillo,Middleweight,U-DEC,5,0,0,1,7,4,0,70,9,5,0,1500,Dave Menne / Gil Castillo,4
UFC 33: Victory in Vegas,2001-09-28,Jutaro Nakao,Jutaro Nakao,Tony DeSouza,Welterweight,KO/TKO-Punch,2,1,0,0,0,0,0,8,1,0,15,30,Jutaro Nakao / Tony DeSouza,0
UFC 33: Victory in Vegas,2001-09-28,Ricardo Almeida,Ricardo Almeida,Eugene Jackson,Middleweight,SUB-Triangle-Choke,1,0,0,1,2,1,2,4,1,4,6,246,Ricardo Almeida / Eugene Jackson,3
UFC 33: Victory in Vegas,2001-09-28,Din Thomas,Din Thomas,Fabiano Iha,Lightweight,U-DEC,3,0,0,1,2,0,2,42,19,5,0,900,Din Thomas / Fabiano Iha,2
UFC 32: Showdown in the Meadowlands,2001-06-29,Tito Ortiz,Tito Ortiz,Elvis Sinosic,Light Heavyweight,KO/TKO-Elbows,1,0,0,1,0,0,0,35,3,3,32,212,Tito Ortiz / Elvis Sinosic,0
UFC 32: Showdown in the Meadowlands,2001-06-29,BJ Penn,BJ Penn,Din Thomas,Lightweight,KO/TKO-Knee,1,1,0,0,1,0,0,6,1,2,42,162,BJ Penn / Din Thomas,0
UFC 32: Showdown in the Meadowlands,2001-06-29,Josh Barnett,Josh Barnett,Semmy Schilt,Heavyweight,SUB-Armbar,1,0,0,1,0,1,0,10,1,4,21,261,Josh Barnett / Semmy Schilt,1
UFC 32: Showdown in the Meadowlands,2001-06-29,Pat Miletich,Pat Miletich,Shonie Carter,Welterweight,KO/TKO-Kick,2,1,0,1,0,0,0,10,14,2,42,324,Pat Miletich / Shonie Carter,0
UFC 32: Showdown in the Meadowlands,2001-06-29,Caol Uno,Caol Uno,Fabiano Iha,Lightweight,KO/TKO-Punches,1,0,0,2,0,0,1,8,6,1,48,108,Caol Uno / Fabiano Iha,1
UFC 32: Showdown in the Meadowlands,2001-06-29,Vladimir Matyushenko,Vladimir Matyushenko,Yuki Kondo,Light Heavyweight,U-DEC,3,0,0,3,0,0,0,17,1,5,0,900,Vladimir Matyushenko / Yuki Kondo,0
UFC 32: Showdown in the Meadowlands,2001-06-29,Ricco Rodriguez,Ricco Rodriguez,Andrei Arlovski,Heavyweight,KO/TKO-Punches,3,0,0,2,0,1,0,30,11,1,23,249,Ricco Rodriguez / Andrei Arlovski,1
UFC 32: Showdown in the Meadowlands,2001-06-29,Tony DeSouza,Tony DeSouza,Paul Rodriguez,Welterweight,SUB-Guillotine-Choke,1,0,0,0,0,2,0,1,2,1,5,65,Tony DeSouza / Paul Rodriguez,2
UFC 31: Locked and Loaded,2001-05-04,Randy Couture,Randy Couture,Pedro Rizzo,Heavyweight,U-DEC,5,0,1,3,0,0,0,69,42,5,0,1500,Randy Couture / Pedro Rizzo,0
UFC 31: Locked and Loaded,2001-05-04,Carlos Newton,Carlos Newton,Pat Miletich,Welterweight,SUB-Bulldog-Choke,3,0,0,4,0,1,0,14,28,2,50,510,Carlos Newton / Pat Miletich,1
UFC 31: Locked and Loaded,2001-05-04,Chuck Liddell,Chuck Liddell,Kevin Randleman,Light Heavyweight,KO/TKO-Punch,1,1,0,0,0,0,0,3,0,1,18,78,Chuck Liddell / Kevin Randleman,0
UFC 31: Locked and Loaded,2001-05-04,Shonie Carter,Shonie Carter,Matt Serra,Welterweight,KO/TKO-Spinning-Back-Fist,3,2,0,2,2,0,3,18,10,4,51,873,Shonie Carter / Matt Serra,3
UFC 31: Locked and Loaded,2001-05-04,Semmy Schilt,Semmy Schilt,Pete Williams,Heavyweight,KO/TKO-Punch,2,2,0,0,1,0,0,15,6,1,28,176,Semmy Schilt / Pete Williams,0
UFC 31: Locked and Loaded,2001-05-04,Matt Lindland,Matt Lindland,Ricardo Almeida,Light Heavyweight,DQ,3,0,0,5,0,0,0,22,9,4,21,783,Matt Lindland / Ricardo Almeida,0
UFC 31: Locked and Loaded,2001-05-04,BJ Penn,BJ Penn,Joey Gilbert,Lightweight,KO/TKO-Punches,1,0,0,2,0,0,0,22,3,4,57,297,BJ Penn / Joey Gilbert,0
UFC 31: Locked and Loaded,2001-05-04,Tony DeSouza,Tony DeSouza,Steve Berger,Welterweight,U-DEC,3,0,0,5,0,0,3,28,2,5,0,900,Tony DeSouza / Steve Berger,3
UFC 30: Battle on the Boardwalk,2001-02-23,Tito Ortiz,Tito Ortiz,Evan Tanner,Middleweight,KO/TKO-Slam,1,0,0,1,0,0,0,7,0,0,32,32,Tito Ortiz / Evan Tanner,0
UFC 30: Battle on the Boardwalk,2001-02-23,Jens Pulver,Jens Pulver,Caol Uno,Lightweight,U-DEC,5,0,0,0,3,0,0,50,50,5,0,1500,Jens Pulver / Caol Uno,0
UFC 30: Battle on the Boardwalk,2001-02-23,Fabiano Iha,Fabiano Iha,Phil Johns,Welterweight,SUB-Armbar,1,0,0,1,0,1,0,3,2,1,40,100,Fabiano Iha / Phil Johns,1
UFC 30: Battle on the Boardwalk,2001-02-23,Elvis Sinosic,Elvis Sinosic,Jeremy Horn,Middleweight,SUB-Triangle-Choke,1,0,0,0,0,2,0,2,4,2,52,172,Elvis Sinosic / Jeremy Horn,2
UFC 30: Battle on the Boardwalk,2001-02-23,Pedro Rizzo,Pedro Rizzo,Josh Barnett,Heavyweight,KO/TKO-Punch,2,1,0,0,0,0,0,31,39,4,21,522,Pedro Rizzo / Josh Barnett,0
UFC 30: Battle on the Boardwalk,2001-02-23,Unknown,Bobby Hoffman,Mark Robinson,Heavyweight,Overturned,1,1,0,0,0,0,0,20,0,3,27,207,Bobby Hoffman / Mark Robinson,0
UFC 30: Battle on the Boardwalk,2001-02-23,Phil Baroni,Phil Baroni,Curtis Stout,Middleweight,U-DEC,2,0,0,2,0,0,0,39,2,5,0,600,Phil Baroni / Curtis Stout,0
UFC 30: Battle on the Boardwalk,2001-02-23,Sean Sherk,Sean Sherk,Tiki Ghosn,Welterweight,SUB-Injury,2,0,0,4,0,0,0,12,1,4,47,574,Sean Sherk / Tiki Ghosn,0
UFC 29: Defense of the Belts,2000-12-16,Tito Ortiz,Tito Ortiz,Yuki Kondo,Middleweight,SUB-Neck-Crank,1,0,1,2,0,2,0,16,2,1,52,112,Tito Ortiz / Yuki Kondo,2
UFC 29: Defense of the Belts,2000-12-16,Pat Miletich,Pat Miletich,Kenichi Yamamoto,Welterweight,SUB-Guillotine-Choke,2,0,0,3,0,2,0,16,3,1,58,236,Pat Miletich / Kenichi Yamamoto,2
UFC 29: Defense of the Belts,2000-12-16,Matt Lindland,Matt Lindland,Yoji Anjo,Middleweight,KO/TKO-Punches,1,0,0,0,0,0,0,17,0,2,58,178,Matt Lindland / Yoji Anjo,0
UFC 29: Defense of the Belts,2000-12-16,Fabiano Iha,Fabiano Iha,Daiju Takase,Welterweight,KO/TKO-Punches,1,0,0,1,0,0,0,8,0,2,24,144,Fabiano Iha / Daiju Takase,0
UFC 29: Defense of the Belts,2000-12-16,Evan Tanner,Evan Tanner,Lance Gibson,Middleweight,KO/TKO-Punches,1,0,0,1,0,0,0,32,6,4,58,298,Evan Tanner / Lance Gibson,0
UFC 29: Defense of the Belts,2000-12-16,Dennis Hallman,Dennis Hallman,Matt Hughes,Welterweight,SUB-Armbar,1,0,0,0,1,1,0,0,1,0,20,20,Dennis Hallman / Matt Hughes,1
UFC 29: Defense of the Belts,2000-12-16,Chuck Liddell,Chuck Liddell,Jeff Monson,Middleweight,U-DEC,3,0,0,0,1,0,0,42,6,5,0,900,Chuck Liddell / Jeff Monson,0
UFC 28: High Stakes,2000-11-17,Randy Couture,Randy Couture,Kevin Randleman,Heavyweight,KO/TKO-Punches,3,0,0,1,2,1,1,28,15,4,13,759,Randy Couture / Kevin Randleman,2
UFC 28: High Stakes,2000-11-17,Renato Sobral,Renato Sobral,Maurice Smith,Heavyweight,M-DEC,3,0,0,4,0,2,0,7,5,5,0,900,Renato Sobral / Maurice Smith,2
UFC 28: High Stakes,2000-11-17,Josh Barnett,Josh Barnett,Gan McGee,Super Heavyweight,KO/TKO-Elbows,2,0,0,1,2,1,0,17,10,4,34,548,Josh Barnett / Gan McGee,1
UFC 28: High Stakes,2000-11-17,Andrei Arlovski,Andrei Arlovski,Aaron Brink,Heavyweight,SUB-Armbar,1,0,0,1,0,2,0,2,0,0,55,55,Andrei Arlovski / Aaron Brink,2
UFC 28: High Stakes,2000-11-17,Jens Pulver,Jens Pulver,John Lewis,Lightweight,KO/TKO-Punch,1,1,0,0,0,0,0,1,0,0,15,15,Jens Pulver / John Lewis,0
UFC 28: High Stakes,2000-11-17,Mark Hughes,Mark Hughes,Alex Stiebling,Middleweight,U-DEC,2,0,0,2,0,3,1,9,4,5,0,600,Mark Hughes / Alex Stiebling,4
UFC 28: High Stakes,2000-11-17,Ben Earwood,Ben Earwood,Chris Lytle,Welterweight,U-DEC,2,0,0,2,0,0,1,5,2,5,0,600,Ben Earwood / Chris Lytle,1
UFC 27: Ultimate Bad Boyz,2000-09-22,Pedro Rizzo,Pedro Rizzo,Dan Severn,Heavyweight,KO/TKO-Kicks,1,1,0,0,0,0,0,2,0,1,33,93,Pedro Rizzo / Dan Severn,0
UFC 27: Ultimate Bad Boyz,2000-09-22,Maurice Smith,Maurice Smith,Bobby Hoffman,Heavyweight,S-DEC,3,0,0,0,4,0,0,43,10,5,0,900,Maurice Smith / Bobby Hoffman,0
UFC 27: Ultimate Bad Boyz,2000-09-22,Jeremy Horn,Jeremy Horn,Eugene Jackson,Middleweight,SUB-Armbar,1,0,0,1,0,1,0,2,2,4,32,272,Jeremy Horn / Eugene Jackson,1
UFC 27: Ultimate Bad Boyz,2000-09-22,Fabiano Iha,Fabiano Iha,Laverne Clark,Welterweight,SUB-Armbar,1,0,0,1,0,2,0,1,1,1,10,70,Fabiano Iha / Laverne Clark,2
UFC 27: Ultimate Bad Boyz,2000-09-22,Yuki Kondo,Yuki Kondo,Alexandre Dantas,Middleweight,KO/TKO-Flying-Knee,3,1,0,0,2,0,0,33,14,2,28,444,Yuki Kondo / Alexandre Dantas,0
UFC 27: Ultimate Bad Boyz,2000-09-22,Ian Freeman,Ian Freeman,Tedd Williams,Heavyweight,U-DEC,3,0,0,0,1,0,0,30,25,5,0,900,Ian Freeman / Tedd Williams,0
UFC 27: Ultimate Bad Boyz,2000-09-22,Jeff Monson,Jeff Monson,Tim Lajcik,Heavyweight,U-DEC,2,0,0,1,0,0,0,31,5,5,0,600,Jeff Monson / Tim Lajcik,0
UFC 27: Ultimate Bad Boyz,2000-09-22,Draw,Brad Gumm,CJ Fernandes,Welterweight,U-DEC,2,0,0,0,1,0,0,18,28,5,0,600,Brad Gumm / CJ Fernandes,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Kevin Randleman,Kevin Randleman,Pedro Rizzo,Heavyweight,U-DEC,5,0,0,2,0,2,0,17,12,5,0,1500,Kevin Randleman / Pedro Rizzo,2
UFC 26: Ultimate Field Of Dreams,2000-06-09,Tyrone Roberts,Tyrone Roberts,David Dodd,Middleweight,U-DEC,3,0,0,1,0,0,0,16,10,5,0,900,Tyrone Roberts / David Dodd,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Pat Miletich,Pat Miletich,John Alessio,Welterweight,SUB-Armbar,2,0,0,2,0,1,2,9,1,1,43,206,Pat Miletich / John Alessio,3
UFC 26: Ultimate Field Of Dreams,2000-06-09,Amaury Bitetti,Amaury Bitetti,Alex Andrade,Middleweight,DQ,2,0,1,0,0,0,0,6,12,0,43,86,Amaury Bitetti / Alex Andrade,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Matt Hughes,Matt Hughes,Marcelo Aguiar,Welterweight,KO/TKO,1,0,0,2,0,0,0,18,2,4,34,274,Matt Hughes / Marcelo Aguiar,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Jens Pulver,Jens Pulver,Joao Roque,Lightweight,U-DEC,3,0,0,0,1,0,0,4,5,5,0,900,Jens Pulver / Joao Roque,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Ian Freeman,Ian Freeman,Nate Schroeder,Heavyweight,KO/TKO-Knees,2,0,0,1,1,0,0,16,9,2,13,266,Ian Freeman / Nate Schroeder,0
UFC 26: Ultimate Field Of Dreams,2000-06-09,Shonie Carter,Shonie Carter,Adrian Serrano,Welterweight,U-DEC,2,0,0,3,0,0,0,26,6,5,0,600,Shonie Carter / Adrian Serrano,0
UFC 25: Ultimate Japan 3,2000-04-14,Tito Ortiz,Tito Ortiz,Wanderlei Silva,Middleweight,U-DEC,5,1,0,4,0,0,0,20,10,5,0,1500,Tito Ortiz / Wanderlei Silva,0
UFC 25: Ultimate Japan 3,2000-04-14,Murilo Bustamante,Murilo Bustamante,Yoji Anjo,Middleweight,SUB-Arm-Triangle,2,0,0,4,0,1,0,11,0,0,31,62,Murilo Bustamante / Yoji Anjo,1
UFC 25: Ultimate Japan 3,2000-04-14,Sanae Kikuta,Sanae Kikuta,Eugene Jackson,Middleweight,SUB-Armbar,1,0,0,2,0,2,1,8,4,4,38,278,Sanae Kikuta / Eugene Jackson,3
UFC 25: Ultimate Japan 3,2000-04-14,Ron Waterman,Ron Waterman,Satoshi Honma,Heavyweight,U-DEC,3,0,0,3,0,1,1,51,6,5,0,900,Ron Waterman / Satoshi Honma,2
UFC 25: Ultimate Japan 3,2000-04-14,Ikuhisa Minowa,Ikuhisa Minowa,Joe Slick,Middleweight,KO/TKO,3,0,0,3,0,0,4,3,8,1,54,342,Ikuhisa Minowa / Joe Slick,4
UFC 25: Ultimate Japan 3,2000-04-14,Laverne Clark,Laverne Clark,Koji Oishi,Lightweight,M-DEC,3,0,0,0,3,0,0,13,1,5,0,900,Laverne Clark / Koji Oishi,0
UFC 24: First Defense,2000-03-10,Tedd Williams,Tedd Williams,Steve Judson,Heavyweight,KO/TKO-Punch,1,1,0,0,0,0,0,9,14,3,23,203,Tedd Williams / Steve Judson,0
